id,device_id,ts,activity,pp1,pp2,pp3,,participant,recipient,reed sensor,sender,window
394,3613,2024-08-24T06:04:59,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
395,3613,2024-08-24T06:14:57,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
396,3613,2024-08-24T06:25:00,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
397,3613,2024-08-24T06:34:54,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
398,3613,2024-08-24T06:44:49,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
399,3613,2024-08-24T06:54:43,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
400,3613,2024-08-24T07:04:40,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
401,3613,2024-08-24T07:14:36,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
402,3613,2024-08-24T07:24:34,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
403,3613,2024-08-24T07:34:28,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
404,3613,2024-08-24T07:44:27,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
405,3613,2024-08-24T07:54:19,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
406,3613,2024-08-24T08:04:14,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
407,3613,2024-08-24T08:14:20,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
408,3613,2024-08-24T08:24:17,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
409,3613,2024-08-24T08:34:22,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
410,3613,2024-08-24T08:44:17,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
411,3613,2024-08-24T08:54:10,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
412,3613,2024-08-24T09:04:09,,H1,,,,"H1","HH_door_receiver",1.0,"HH1_door_1","open"
